DOLLAREL,DOLLARNG,DOLLARFO,DOLLARLP,SCALEB,SCALEG,SCALEE,PAYHELP,ENERGYASST,COLDMA,HOTMA
2178.73,0.0,0.0,0.0,3,0,0,-2,0,0,0
1118.27,563.34,0.0,0.0,0,0,0,-2,0,0,0
2957.78,0.0,0.0,0.0,0,0,0,-2,0,0,0
652.33,751.55,0.0,0.0,3,0,0,-2,0,0,0
1387.32,1153.66,0.0,0.0,0,0,0,-2,0,0,0
3205.48,0.0,3709.73,0.0,0,0,0,-2,1,0,0
623.9,393.18,0.0,0.0,0,0,0,-2,0,0,0
1464.4,1355.29,0.0,0.0,2,2,3,0,0,1,0
834.03,0.0,0.0,0.0,0,0,0,-2,0,0,0
728.23,391.26,0.0,0.0,0,0,0,-2,0,0,0
645.88,880.49,0.0,0.0,2,0,0,-2,0,0,0
1644.37,0.0,0.0,825.52,0,0,0,-2,0,0,0
2384.51,189.54,0.0,5.46,0,0,0,-2,0,0,0
2017.22,411.93,0.0,0.0,0,0,0,-2,0,0,0
1831.87,985.62,0.0,0.0,0,0,3,0,0,0,0
1439.61,892.51,0.0,0.0,0,0,3,0,0,0,0
658.08,0.0,0.0,0.0,0,0,0,-2,0,0,0
2202.93,220.82,0.0,0.0,0,0,0,-2,0,0,0
1217.63,0.0,519.69,0.0,0,0,0,-2,0,0,0
3110.26,517.87,0.0,0.0,0,0,0,-2,0,0,0
49.25,336.57,0.0,0.0,0,0,0,-2,0,0,0
2922.87,1005.82,0.0,0.0,2,0,0,-2,0,0,0
2146.28,0.0,0.0,0.0,0,0,0,-2,0,0,0
671.95,502.7,0.0,0.0,0,0,0,-2,0,0,0
1839.4,697.35,0.0,0.0,0,0,0,-2,0,0,0
1475.84,909.63,0.0,0.0,0,0,0,-2,0,0,0
1403.65,600.48,0.0,0.0,0,0,0,-2,0,0,0
3681.86,0.0,0.0,0.0,0,0,0,-2,0,0,0
996.44,718.04,0.0,0.0,0,0,0,-2,0,0,0
1744.94,0.0,0.0,0.0,0,0,0,-2,0,0,0
1573.91,0.0,1647.15,0.0,0,0,0,-2,0,0,0
758.11,904.56,0.0,0.0,0,2,3,0,0,0,0
988.28,733.09,0.0,0.0,0,0,0,-2,0,0,0
1418.52,1115.54,0.0,0.0,2,0,0,-2,1,0,0
961.84,0.0,0.0,0.0,2,0,0,-2,0,0,0
869.4,0.0,0.0,1963.32,0,0,0,-2,0,0,0
817.0,580.91,0.0,0.0,0,0,0,-2,0,0,0
1513.13,549.66,0.0,0.0,0,0,0,-2,0,0,0
2881.89,782.24,0.0,0.0,0,0,0,-2,0,0,0
936.76,779.05,0.0,0.0,0,0,0,-2,0,0,0
293.13,267.21,0.0,0.0,3,0,0,-2,0,0,0
1550.9,0.0,0.0,0.0,0,0,0,-2,0,0,0
1395.07,0.0,0.0,0.0,0,0,0,-2,0,0,0
2178.31,0.0,0.0,0.0,3,0,0,-2,0,0,0
2279.35,0.0,0.0,0.0,0,0,0,-2,0,0,0
1918.04,0.0,0.0,0.0,0,0,0,-2,0,0,0
336.33,536.6,0.0,0.0,0,0,0,-2,0,0,0
2189.37,0.0,0.0,0.0,0,0,0,-2,0,0,0
768.53,985.73,0.0,0.0,1,0,2,0,0,0,0
1387.78,9.92,1872.48,0.0,0,0,0,-2,0,0,0
1686.54,625.39,0.0,0.0,3,0,0,-2,0,0,0
1004.32,379.77,0.0,0.0,0,0,0,-2,0,0,0
982.67,688.66,0.0,0.0,0,0,0,-2,0,0,0
673.73,0.0,0.0,0.0,0,0,0,-2,0,0,0
1035.72,1766.19,0.0,0.0,0,0,0,-2,0,0,0
1696.54,0.0,0.0,0.0,0,0,0,-2,0,0,0
3864.06,0.0,1244.96,110.17,0,1,2,1,1,0,0
724.35,528.66,203.33,0.0,0,0,0,-2,0,0,0
521.03,0.0,0.0,0.0,0,0,0,-2,0,0,0
1381.02,0.0,0.0,0.0,0,0,0,-2,0,0,0
2107.62,1208.45,0.0,0.0,0,0,0,-2,0,0,0
573.64,505.12,0.0,0.0,0,0,0,-2,0,0,0
448.48,353.83,0.0,30.22,0,3,0,-2,0,0,0
2362.51,542.2,0.0,0.0,0,0,0,-2,0,0,0
1373.65,456.67,0.0,0.0,0,0,0,-2,0,0,0
741.57,426.14,0.0,0.0,0,0,0,-2,0,0,0
637.53,0.0,0.0,0.0,0,0,0,-2,0,0,0
3939.94,203.93,0.0,0.0,0,0,0,-2,0,0,0
1751.39,574.18,0.0,0.0,0,0,0,-2,0,0,0
1650.2,1336.28,0.0,0.0,0,0,0,-2,0,0,0
2525.03,0.0,0.0,0.0,0,0,0,-2,0,0,0
353.64,381.78,0.0,0.0,0,0,0,-2,0,0,0
774.72,253.37,0.0,0.0,0,0,0,-2,0,0,0
683.37,773.52,0.0,0.0,0,0,3,0,0,0,0
1194.39,1361.74,0.0,0.0,0,0,0,-2,0,0,0
1021.87,24.83,0.0,0.0,0,0,0,-2,0,0,0
1310.1,682.31,0.0,0.0,0,0,0,-2,0,0,0
922.28,561.56,536.26,0.0,0,0,0,-2,0,0,0
1675.64,240.94,1475.75,0.0,0,0,0,-2,0,0,0
1357.18,0.0,713.9,0.0,0,0,0,-2,0,0,0
301.01,237.7,0.0,0.0,3,0,0,-2,0,0,0
2980.11,692.62,0.0,0.0,0,0,0,-2,0,0,0
547.08,774.06,0.0,0.0,0,0,0,-2,0,0,0
1079.56,0.0,0.0,0.0,0,0,0,-2,0,0,0
930.2,0.0,0.0,0.0,0,0,0,-2,0,0,0
1205.96,0.0,0.0,75.05,0,0,0,-2,0,0,0
899.41,0.0,0.0,0.0,1,0,0,-2,0,0,0
520.63,166.87,0.0,0.0,0,0,0,-2,0,0,0
497.5,0.0,0.0,0.0,0,0,0,-2,0,0,0
1002.18,535.99,0.0,0.0,0,0,0,-2,0,0,0
431.33,0.0,0.0,0.0,2,0,2,0,0,0,0
1273.87,0.0,0.0,0.0,0,0,0,-2,0,0,0
1891.64,362.81,0.0,0.0,0,0,0,-2,0,0,0
596.08,883.79,0.0,0.0,0,0,0,-2,0,0,0
1102.82,809.48,0.0,0.0,0,0,0,-2,0,0,0
349.7,501.43,0.0,0.0,0,0,0,-2,0,0,0
4392.14,0.0,0.0,621.02,0,0,0,-2,0,0,0
2919.25,0.0,2241.97,497.05,0,2,0,-2,0,0,0
1997.4,678.49,0.0,0.0,0,0,0,-2,0,0,0
1120.93,0.0,786.07,0.0,0,0,0,-2,0,0,0
2034.83,0.0,0.0,0.0,0,0,0,-2,0,0,0
1640.21,0.0,2592.17,42.39,0,0,0,-2,0,0,0
1705.17,0.0,0.0,0.0,0,0,0,-2,0,0,0
1203.16,525.91,0.0,0.0,0,0,0,-2,0,0,0
1130.95,0.0,0.0,0.0,0,0,0,-2,0,0,0
1215.38,0.0,0.0,0.0,0,0,0,-2,1,0,0
1912.39,1187.71,0.0,0.0,2,0,3,0,0,0,0
727.83,119.07,0.0,0.0,0,0,0,-2,0,0,0
2879.85,0.0,0.0,0.0,3,0,0,-2,0,0,0
2453.16,0.0,0.0,0.0,0,0,0,-2,0,0,0
874.86,362.44,885.92,0.0,0,0,0,-2,0,0,0
1121.63,0.0,0.0,0.0,2,3,0,-2,0,0,0
1078.53,0.0,0.0,0.0,1,2,0,-2,0,0,0
1318.92,0.0,0.0,0.0,0,2,0,-2,0,0,0
2774.66,755.22,0.0,0.0,1,1,3,0,0,0,0
1204.75,0.0,0.0,0.0,0,0,0,-2,0,0,0
1280.9,1948.75,0.0,0.0,0,0,0,-2,0,0,0
1302.56,1222.61,0.0,0.0,0,1,3,0,0,0,0
1269.83,1513.41,0.0,0.0,2,3,0,-2,1,0,0
942.1,0.0,733.33,0.0,0,0,0,-2,0,0,0
467.15,608.26,0.0,0.0,0,0,0,-2,0,0,0
617.07,449.64,0.0,0.0,0,0,0,-2,0,0,0
1000.18,0.0,0.0,391.33,0,0,0,-2,0,0,0
1929.72,449.23,0.0,0.0,0,0,0,-2,0,0,0
1582.85,580.2,0.0,0.0,0,0,0,-2,0,0,0
1677.02,1041.62,0.0,0.0,0,0,0,-2,0,0,0
1279.89,1508.74,0.0,0.0,0,0,0,-2,0,0,0
3240.88,0.0,1576.31,0.0,0,0,0,-2,0,0,0
1037.16,841.64,0.0,0.0,0,0,0,-2,0,0,0
1492.83,995.55,0.0,0.0,0,0,0,-2,0,0,0
1873.31,0.0,0.0,0.0,3,0,3,0,0,0,0
1335.19,0.0,0.0,1507.31,0,0,0,-2,0,0,0
473.69,0.0,0.0,0.0,0,0,0,-2,0,0,0
360.6,181.84,0.0,0.0,0,0,0,-2,0,0,0
733.83,0.0,0.0,0.0,1,1,3,1,1,0,0
738.05,0.0,0.0,1598.18,0,0,0,-2,0,0,0
785.09,0.0,0.0,0.0,0,0,0,-2,0,0,0
925.05,224.65,0.0,0.0,0,0,0,-2,0,0,0
1169.85,0.0,0.0,0.0,2,2,3,1,1,0,0
670.32,0.0,0.0,0.0,0,0,0,-2,0,0,0
1960.66,0.0,1081.71,0.0,0,0,0,-2,0,0,0
1140.66,745.82,0.0,0.0,0,0,0,-2,0,0,0
572.87,710.85,0.0,0.0,0,0,0,-2,0,0,0
2321.19,747.58,0.0,0.0,0,0,0,-2,0,0,0
355.77,0.0,0.0,1373.45,0,0,0,-2,0,0,0
2211.24,899.12,0.0,0.0,0,0,0,-2,0,0,0
3000.64,0.0,0.0,0.0,2,0,2,0,0,0,0
1295.34,534.05,0.0,0.0,0,0,0,-2,0,0,0
815.45,492.37,0.0,0.0,0,0,0,-2,1,0,0
1323.07,583.85,0.0,0.0,0,0,0,-2,0,0,0
671.15,255.65,0.0,0.0,0,0,0,-2,1,0,0
979.06,0.0,2361.11,23.23,0,0,0,-2,0,0,0
1111.65,1344.13,0.0,0.0,0,0,0,-2,0,0,0
2374.22,1244.66,0.0,0.0,0,0,0,-2,0,0,0
3274.01,160.44,0.0,0.0,0,0,0,-2,0,0,0
1122.37,0.0,0.0,0.0,0,0,0,-2,0,0,0
810.81,0.0,1277.09,0.0,0,0,0,-2,0,0,0
1154.53,622.01,0.0,0.0,0,0,0,-2,0,0,0
2102.51,0.0,0.0,0.0,0,0,0,-2,0,0,0
1691.63,449.44,0.0,0.0,0,0,0,-2,0,0,0
1050.31,82.39,0.0,0.0,0,0,0,-2,0,0,0
1196.67,1228.38,0.0,0.0,0,0,3,0,0,0,0
1250.73,830.82,0.0,0.0,0,0,0,-2,0,0,0
1708.15,946.28,0.0,0.0,0,0,0,-2,0,0,0
1620.41,0.0,0.0,0.0,0,0,0,-2,1,0,0
1933.01,934.88,0.0,0.0,0,0,0,-2,0,0,0
1938.15,0.0,663.85,0.0,3,3,3,0,0,0,0
1967.23,0.0,0.0,0.0,0,0,0,-2,0,0,0
1609.59,0.0,0.0,0.0,2,3,0,-2,0,0,0
1855.23,688.44,0.0,0.0,0,0,0,-2,0,0,0
720.75,486.98,0.0,0.0,0,0,0,-2,0,0,0
1655.05,870.12,0.0,0.0,0,0,0,-2,0,0,0
702.43,272.59,0.0,0.0,0,0,0,-2,0,0,0
876.98,1065.53,0.0,0.0,2,0,0,-2,0,0,0
2467.03,950.65,0.0,0.0,1,0,0,-2,0,0,0
2676.54,0.0,0.0,0.0,0,0,0,-2,0,0,0
881.65,673.89,0.0,0.0,0,0,0,-2,0,0,0
1038.22,0.0,1105.22,0.0,3,2,0,-2,0,0,0
1103.86,499.2,0.0,0.0,0,0,0,-2,0,0,0
821.7,549.75,0.0,0.0,0,0,0,-2,0,0,0
1965.29,4.58,0.0,0.0,0,0,0,-2,0,0,0
2480.96,0.0,0.0,614.72,1,0,1,0,0,0,0
600.33,0.0,0.0,0.0,0,0,0,-2,0,0,0
1267.54,1440.04,0.0,0.0,2,2,2,1,0,1,0
904.89,840.65,0.0,0.0,0,0,0,-2,0,0,0
1736.43,644.01,0.0,0.0,0,0,0,-2,0,0,0
643.17,564.6,0.0,0.0,2,0,0,-2,0,0,0
1379.5,0.0,0.0,0.0,2,0,3,0,0,0,0
1588.41,0.0,0.0,0.0,0,0,0,-2,0,0,0
1661.83,0.0,1247.72,0.0,0,0,0,-2,0,0,0
968.41,0.0,1091.0,0.0,0,0,0,-2,0,0,0
4629.44,0.0,1599.86,0.0,0,0,0,-2,0,0,0
1015.63,0.0,0.0,0.0,0,0,0,-2,0,0,0
868.33,67.5,0.0,0.0,0,0,0,-2,0,0,0
357.67,0.0,0.0,245.88,0,0,0,-2,0,0,0
743.06,1354.56,0.0,0.0,0,0,0,-2,0,0,0
990.69,0.0,0.0,0.0,0,0,0,-2,0,0,0
2011.09,0.0,0.0,212.5,0,0,0,-2,0,0,0
2981.35,1731.71,0.0,0.0,0,2,0,-2,0,0,0
616.46,0.0,0.0,0.0,0,0,0,-2,0,0,0
509.04,0.0,0.0,0.0,0,0,0,-2,0,0,0
2670.68,979.53,0.0,0.0,0,0,0,-2,0,0,0
2521.03,1326.89,0.0,0.0,0,0,2,0,0,0,0
451.57,522.83,0.0,0.0,0,0,0,-2,0,0,0
2318.11,538.26,0.0,0.0,0,0,0,-2,0,0,0
1365.62,0.0,0.0,0.0,0,0,0,-2,0,0,0
1317.64,0.0,0.0,76.86,0,0,0,-2,0,0,0
1531.44,0.0,0.0,0.0,0,0,0,-2,0,0,0
870.99,255.6,0.0,0.0,0,0,0,-2,0,0,0
4359.37,0.0,0.0,0.0,0,0,0,-2,0,0,0
1472.39,0.0,0.0,0.0,0,0,0,-2,0,0,0
1272.43,1002.38,0.0,0.0,2,2,0,-2,0,0,0
1041.9,328.37,0.0,0.0,0,0,0,-2,0,0,0
501.95,341.26,0.0,0.0,0,0,0,-2,1,0,0
1089.46,626.98,0.0,0.0,0,0,0,-2,0,0,0
1356.35,862.77,0.0,0.0,0,0,0,-2,0,0,0
1261.7,685.12,0.0,0.0,0,0,0,-2,0,0,0
682.97,1225.76,0.0,0.0,0,0,0,-2,0,0,0
662.67,0.0,0.0,1891.8,0,0,0,-2,0,0,0
1154.45,486.7,0.0,0.0,0,0,0,-2,0,0,0
1462.01,837.67,0.0,0.0,1,3,0,-2,0,0,0
806.22,763.89,0.0,0.0,0,0,0,-2,0,0,0
957.2,697.47,0.0,0.0,0,0,0,-2,0,0,0
1017.65,738.31,0.0,0.0,0,0,0,-2,0,0,0
898.78,151.35,0.0,0.0,2,2,0,-2,0,0,0
1641.96,0.0,0.0,0.0,2,3,2,1,1,0,0
543.78,816.77,0.0,0.0,0,0,0,-2,0,0,0
2092.9,451.34,0.0,0.0,3,0,0,-2,0,0,0
930.01,515.84,0.0,0.0,2,2,0,-2,0,0,0
1788.79,0.0,1497.32,0.0,0,0,0,-2,0,0,0
703.61,567.69,0.0,0.0,0,0,0,-2,0,0,0
1139.43,511.39,0.0,0.0,2,0,0,-2,1,0,0
1951.03,570.78,0.0,0.0,0,0,0,-2,0,0,0
330.64,245.12,0.0,0.0,0,0,0,-2,0,0,0
736.52,36.07,0.0,0.0,0,0,0,-2,0,0,0
498.63,0.0,0.0,757.1,0,0,0,-2,0,0,0
1959.35,434.63,0.0,0.0,0,0,0,-2,0,0,0
1807.87,0.0,0.0,0.0,0,0,0,-2,0,0,0
387.29,146.02,0.0,0.0,0,0,0,-2,0,0,0
812.0,260.22,0.0,0.0,0,0,0,-2,0,0,0
1627.45,736.58,0.0,0.0,0,0,0,-2,0,0,0
1758.51,1181.46,0.0,0.0,0,0,2,0,0,0,0
571.91,0.0,1149.15,0.0,0,0,0,-2,1,0,0
571.29,468.74,0.0,0.0,0,3,0,-2,0,0,0
675.91,399.39,0.0,0.0,0,0,0,-2,0,0,0
2056.97,0.0,0.0,0.0,0,2,0,-2,0,0,0
4838.24,0.0,0.0,15.54,0,0,0,-2,0,0,0
1029.42,160.91,0.0,0.0,2,0,0,-2,0,0,0
883.86,0.0,0.0,0.0,0,0,0,-2,0,0,0
278.34,1197.23,0.0,0.0,0,0,0,-2,0,0,0
507.97,353.83,0.0,0.0,0,0,0,-2,0,0,0
1164.83,452.58,0.0,500.31,0,0,0,-2,0,0,0
2535.02,0.0,0.0,0.0,0,0,0,-2,0,0,0
2585.08,0.0,1696.62,0.0,0,0,0,-2,0,0,0
2078.94,336.71,0.0,0.0,0,0,0,-2,0,0,0
1237.6,985.92,0.0,0.0,0,0,0,-2,0,0,0
1009.94,848.63,0.0,0.0,0,0,0,-2,0,0,0
874.11,0.0,610.24,0.0,2,0,0,-2,0,0,0
1415.53,426.26,0.0,0.0,3,0,0,-2,0,0,0
1610.76,2859.49,0.0,0.0,0,0,0,-2,0,0,0
1168.66,0.0,0.0,0.0,0,0,0,-2,0,0,0
1049.9,662.0,0.0,0.0,0,0,0,-2,0,0,0
855.39,0.0,0.0,0.0,0,0,0,-2,0,0,0
2355.57,0.0,0.0,0.0,0,0,0,-2,0,0,0
1796.82,0.0,0.0,0.0,0,0,0,-2,0,0,0
2029.08,541.39,0.0,0.0,0,0,0,-2,0,0,0
1345.69,0.0,0.0,674.79,0,0,0,-2,0,0,0
643.42,529.05,0.0,0.0,0,0,0,-2,0,0,0
555.31,737.2,0.0,0.0,0,0,0,-2,0,0,0
3378.67,0.0,0.0,0.0,0,0,0,-2,0,0,0
2598.45,488.1,0.0,0.0,1,0,3,0,0,0,0
1965.89,0.0,0.0,1108.98,0,0,0,-2,0,0,0
1193.55,0.0,0.0,0.0,1,1,2,1,0,0,0
1616.56,2007.27,0.0,0.0,0,2,0,-2,0,0,0
1946.75,577.81,0.0,0.0,0,0,0,-2,0,0,0
1532.74,881.46,0.0,0.0,0,0,0,-2,0,0,0
3711.04,0.0,0.0,0.0,0,0,0,-2,0,0,0
1167.7,516.52,0.0,0.0,0,0,0,-2,0,0,0
1795.73,1198.27,0.0,0.0,0,0,0,-2,0,0,0
1853.63,0.0,0.0,0.0,1,1,2,0,0,0,0
1321.25,935.21,0.0,0.0,0,0,0,-2,0,0,0
1066.9,0.0,0.0,0.0,3,0,0,-2,0,0,0
2014.93,0.0,0.0,0.0,1,0,2,0,0,0,0
1159.02,0.0,0.0,421.19,0,0,0,-2,0,0,0
529.24,296.3,0.0,0.0,2,0,0,-2,0,0,0
569.95,866.37,0.0,0.0,0,0,0,-2,0,0,0
538.64,418.46,0.0,0.0,2,0,0,-2,0,0,0
880.48,511.65,0.0,0.0,0,0,0,-2,0,0,0
437.5,341.96,0.0,0.0,0,0,0,-2,0,0,0
1329.9,0.0,0.0,0.0,0,0,0,-2,0,0,0
884.9,1321.17,0.0,0.0,0,0,0,-2,0,0,0
1200.35,0.0,0.0,0.0,0,0,0,-2,0,0,0
668.84,484.63,0.0,0.0,2,2,3,1,0,0,0
2167.85,0.0,0.0,0.0,3,0,0,-2,0,0,0
1357.54,267.28,0.0,0.0,0,0,0,-2,0,0,0
410.71,1001.31,0.0,0.0,0,0,0,-2,0,0,0
1610.04,0.0,0.0,0.0,1,0,3,0,0,0,0
1109.33,343.62,0.0,0.0,0,0,0,-2,1,0,0
1644.23,0.0,0.0,1126.59,0,0,0,-2,0,0,0
656.74,58.88,0.0,0.0,0,0,0,-2,0,0,0
716.65,737.3,0.0,0.0,0,0,0,-2,0,0,0
1389.63,1251.95,0.0,0.0,0,0,0,-2,0,0,0
2288.44,0.0,0.0,0.0,0,0,2,0,0,0,0
804.09,511.64,0.0,0.0,0,0,0,-2,0,0,0
1165.86,0.0,0.0,0.0,1,0,0,-2,0,0,0
2235.2,0.0,0.0,0.0,3,0,0,-2,0,0,0
4743.87,1315.88,0.0,0.0,0,1,0,-2,0,0,0
1561.29,0.0,0.0,0.0,0,0,0,-2,0,0,0
825.54,0.0,0.0,338.03,0,0,0,-2,0,0,0
1798.0,0.0,0.0,1308.96,0,0,0,-2,0,0,0
756.11,0.0,739.78,0.0,0,0,0,-2,0,0,0
2598.59,1260.05,0.0,0.0,0,0,0,-2,0,0,0
2754.41,0.0,0.0,0.0,0,0,0,-2,0,0,0
1245.22,0.0,0.0,0.0,0,0,0,-2,0,0,0
1095.96,0.0,0.0,0.0,0,0,0,-2,0,0,0
590.74,556.25,0.0,0.0,0,0,0,-2,0,0,0
1956.36,0.0,0.0,0.0,0,0,0,-2,0,0,0
1458.69,0.0,0.0,0.0,0,0,0,-2,0,0,0
1088.14,0.0,0.0,0.0,0,0,0,-2,0,0,0
1729.1,238.0,0.0,0.0,0,0,3,0,0,0,0
1642.07,628.96,0.0,0.0,2,0,2,0,0,0,0
1158.42,274.02,0.0,0.0,0,0,0,-2,0,0,0
2074.81,580.65,0.0,0.0,2,1,2,1,0,0,0
1694.53,0.0,0.0,0.0,0,0,0,-2,0,0,0
1464.95,761.76,0.0,0.0,0,0,3,0,0,0,0
2264.1,0.0,0.0,1765.27,0,0,0,-2,0,0,0
1350.33,808.49,0.0,0.0,2,0,0,-2,0,0,0
669.48,430.96,0.0,0.0,1,0,0,-2,0,0,0
1515.39,0.0,1561.41,0.0,0,0,0,-2,0,0,0
716.53,0.0,0.0,786.75,0,0,0,-2,0,0,0
1013.86,602.06,0.0,0.0,0,0,0,-2,0,0,0
1043.77,807.05,0.0,0.0,0,0,0,-2,0,0,0
774.03,0.0,0.0,0.0,0,0,0,-2,0,0,0
819.1,456.11,0.0,0.0,0,0,0,-2,0,0,0
72.26,0.0,0.0,0.0,1,0,0,-2,0,0,0
1970.83,627.58,0.0,0.0,0,0,0,-2,0,0,0
933.57,829.58,0.0,0.0,1,0,0,-2,1,0,0
1717.87,126.15,0.0,0.0,0,0,0,-2,0,0,0
857.96,481.78,0.0,0.0,0,2,0,-2,0,0,0
1069.45,963.42,0.0,0.0,0,0,0,-2,0,0,0
1878.76,174.69,0.0,0.0,3,0,3,0,0,0,0
1541.92,852.66,0.0,0.0,0,0,0,-2,0,0,0
1412.29,555.35,0.0,0.0,0,0,0,-2,0,0,0
677.07,731.62,0.0,0.0,0,0,0,-2,0,0,0
1255.16,1916.78,0.0,0.0,0,0,0,-2,0,0,0
672.57,610.93,249.64,31.54,0,0,0,-2,0,0,0
2150.56,0.0,0.0,0.0,3,0,3,0,0,0,0
2984.13,448.01,0.0,0.0,0,0,0,-2,0,0,0
841.04,19.37,0.0,0.0,0,0,0,-2,0,0,0
920.07,0.0,0.0,0.0,0,0,0,-2,0,0,0
390.82,0.0,0.0,0.0,0,0,0,-2,0,0,0
1027.89,799.36,0.0,0.0,0,0,3,0,0,0,0
1610.16,0.0,0.0,0.0,0,0,0,-2,0,0,0
740.08,661.17,0.0,0.0,0,0,0,-2,0,0,0
1012.74,13.57,0.0,0.0,0,0,0,-2,0,0,0
2652.81,508.9,0.0,0.0,1,1,1,1,0,0,0
1791.76,0.0,0.0,0.0,0,0,0,-2,0,0,0
2703.89,0.0,0.0,0.0,0,0,0,-2,0,0,0
369.2,199.85,0.0,0.0,0,3,0,-2,0,0,0
1200.74,769.19,0.0,0.0,0,0,0,-2,0,0,0
1324.27,0.0,0.0,0.0,2,2,3,0,0,0,0
800.08,516.21,0.0,0.0,0,0,0,-2,0,0,0
2323.29,576.41,0.0,0.0,0,0,0,-2,0,0,0
1105.36,461.31,0.0,0.0,0,0,0,-2,0,0,0
844.63,1073.09,0.0,0.0,0,0,0,-2,0,0,0
938.34,461.34,0.0,0.0,0,0,0,-2,0,0,0
1246.34,1165.38,0.0,0.0,0,0,0,-2,0,0,0
1524.72,442.72,0.0,0.0,2,2,0,-2,0,0,0
2417.43,0.0,0.0,0.0,0,0,0,-2,0,0,0
916.07,728.13,0.0,0.0,0,0,0,-2,0,0,0
1525.42,752.96,0.0,0.0,0,0,0,-2,0,0,0
1153.14,1142.9,0.0,0.0,0,0,0,-2,0,0,0
1369.48,605.89,0.0,0.0,0,0,0,-2,0,0,0
1454.29,400.88,0.0,0.0,0,0,0,-2,0,0,0
585.3,790.71,0.0,0.0,0,0,0,-2,0,0,0
1850.87,479.31,0.0,0.0,1,0,0,-2,0,0,0
549.72,446.65,0.0,0.0,0,0,0,-2,0,0,0
1727.32,0.0,0.0,0.0,0,0,0,-2,0,0,0
2234.73,2029.14,0.0,0.0,0,0,0,-2,0,0,0
971.03,784.44,0.0,0.0,0,0,0,-2,0,0,0
2729.43,1017.83,0.0,0.0,0,0,0,-2,0,0,0
3086.55,473.19,0.0,0.0,0,0,0,-2,0,0,0
714.55,701.93,0.0,0.0,0,0,0,-2,0,0,0
1545.27,0.0,0.0,36.36,0,0,0,-2,0,0,0
561.37,0.0,0.0,615.56,0,0,0,-2,0,0,0
1117.01,0.0,0.0,0.0,1,0,0,-2,0,0,0
541.03,0.0,0.0,0.0,0,0,0,-2,0,0,0
1005.12,0.0,0.0,0.0,2,0,2,0,0,0,0
1362.66,556.56,0.0,0.0,2,0,2,0,0,0,0
1186.05,0.0,0.0,0.0,2,0,0,-2,0,0,0
2511.59,524.97,0.0,0.0,0,0,0,-2,0,0,0
2454.87,989.74,0.0,0.0,0,0,0,-2,0,0,0
2261.93,0.0,0.0,0.0,3,2,0,-2,0,0,0
2770.7,1090.07,0.0,0.0,0,0,0,-2,0,0,0
1674.94,732.75,0.0,0.0,0,0,0,-2,0,0,0
529.48,127.6,0.0,0.0,0,0,0,-2,0,0,0
1017.06,0.0,0.0,653.5,0,0,0,-2,0,0,0
1709.02,0.0,0.0,0.0,0,0,0,-2,0,0,0
804.15,0.0,0.0,0.0,0,0,0,-2,0,0,0
815.13,365.32,0.0,0.0,0,0,0,-2,0,0,0
1608.25,729.37,0.0,0.0,0,0,0,-2,0,0,0
1583.47,585.47,0.0,0.0,0,0,0,-2,0,0,0
755.69,137.08,460.79,0.0,0,0,0,-2,0,0,0
715.41,680.29,0.0,0.0,0,0,0,-2,0,0,0
3089.44,0.0,0.0,55.76,0,0,0,-2,0,0,0
369.54,0.0,0.0,0.0,0,0,0,-2,0,0,0
1677.3,0.0,0.0,0.0,1,1,0,-2,0,0,0
1070.09,725.19,0.0,0.0,0,0,0,-2,0,0,0
2089.03,0.0,0.0,0.0,2,0,0,-2,0,0,0
1120.23,559.93,0.0,0.0,0,0,0,-2,0,0,0
3485.3,850.03,0.0,0.0,0,0,0,-2,0,0,0
933.95,0.0,0.0,936.42,0,0,0,-2,0,0,0
2359.98,0.0,0.0,0.0,1,0,3,0,0,0,0
1114.35,0.0,0.0,0.0,0,0,0,-2,0,0,0
1023.91,739.22,0.0,0.0,0,0,0,-2,0,0,0
131.99,539.44,0.0,0.0,0,0,0,-2,0,0,0
1170.55,479.31,0.0,0.0,0,0,0,-2,0,0,0
2259.69,1252.8,0.0,0.0,0,0,0,-2,1,0,0
720.11,0.0,0.0,1253.79,0,0,0,-2,0,0,0
2201.17,0.0,2489.26,0.0,0,0,0,-2,0,0,0
631.04,223.66,0.0,175.01,0,0,0,-2,0,0,0
1531.9,0.0,0.0,0.0,0,0,0,-2,0,0,0
962.4,475.18,0.0,0.0,0,0,0,-2,0,0,0
1421.89,140.71,0.0,0.0,0,0,0,-2,0,0,0
2489.02,794.51,0.0,0.0,3,0,2,1,0,0,0
456.38,466.87,0.0,0.0,0,0,0,-2,0,0,0
663.93,454.01,0.0,0.0,0,0,0,-2,0,0,0
782.34,318.04,0.0,0.0,0,0,0,-2,0,0,0
787.91,327.12,0.0,0.0,3,0,0,-2,0,0,0
918.98,891.58,0.0,0.0,0,0,0,-2,0,0,0
1548.36,15.93,1045.56,0.0,0,0,0,-2,1,0,0
2725.02,0.0,0.0,0.0,3,0,3,0,0,0,0
739.83,0.0,0.0,0.0,0,0,0,-2,0,0,0
669.89,545.3,0.0,0.0,0,0,0,-2,0,0,0
1470.02,381.7,0.0,0.0,0,0,0,-2,0,0,0
1855.31,0.0,0.0,0.0,2,0,3,0,0,0,0
525.16,572.01,0.0,0.0,0,0,0,-2,0,0,0
1526.64,521.25,0.0,0.0,0,0,0,-2,0,0,0
554.77,876.08,0.0,0.0,0,0,0,-2,0,0,0
